# Ggj, R1-R5,mle1-mle5,met1-met5
0.0000001,0.131956,0.124165,0.111738,0.128078,0.112672,0.002945,0.002645,0.003294,0.002906,0.003010,0.004473,0.003732,0.003432,0.004287,0.003990
0.000001,0.113927,0.123444,0.125234,0.125321,0.122678,0.004271,0.004434,0.004319,0.004561,0.004248,0.003954,0.004364,0.004634,0.003895,0.004212
0.000002,0.120332,0.129837,0.123181,0.127093,0.139212,0.004243,0.004274,0.004135,0.004486,0.004465,0.003789,0.004766,0.003878,0.004032,0.004924
0.000004,0.119492,0.125917,0.123479,0.139739,0.128803,0.004322,0.004474,0.004525,0.004648,0.004507,0.004019,0.005129,0.003774,0.005097,0.004108
0.000007,0.129748,0.127879,0.128124,0.125321,0.132871,0.004481,0.004499,0.004347,0.004483,0.004734,0.004176,0.004601,0.003990,0.004914,0.004406
0.000012,0.124102,0.124013,0.124375,0.122959,0.132403,0.004659,0.004313,0.004245,0.004553,0.004578,0.003988,0.003442,0.003978,0.004442,0.003978
0.000023,0.121881,0.121253,0.130666,0.129089,0.128955,0.004804,0.004510,0.004470,0.004701,0.004484,0.003685,0.003653,0.004340,0.004299,0.004468
0.000043,0.120141,0.116788,0.129782,0.136216,0.119605,0.004687,0.004658,0.004912,0.004821,0.004746,0.004085,0.004188,0.004574,0.004088,0.004242
0.000081,0.107347,0.116205,0.130767,0.117056,0.128221,0.005138,0.004717,0.004908,0.004689,0.004906,0.003387,0.004467,0.004892,0.004171,0.004826
0.000152,0.116831,0.127631,0.124294,0.129841,0.131167,0.004888,0.004967,0.005169,0.005003,0.004670,0.003205,0.005084,0.003757,0.004094,0.004564
0.000285,0.124697,0.113022,0.122513,0.137830,0.125587,0.005043,0.005030,0.005071,0.005237,0.005495,0.003721,0.003477,0.003825,0.004447,0.004492
0.000534,0.128863,0.129718,0.132598,0.116742,0.134700,0.005635,0.005320,0.005274,0.005709,0.005664,0.004179,0.004617,0.005174,0.004249,0.005022
0.001000,0.147980,0.131421,0.130353,0.133256,0.142864,0.006204,0.005954,0.006431,0.006372,0.006074,0.006204,0.004906,0.004837,0.004491,0.004540
0.001874,0.131717,0.130952,0.133181,0.118655,0.145570,0.006202,0.006592,0.006208,0.005882,0.006304,0.004719,0.004581,0.004888,0.003742,0.006683
0.003511,0.148661,0.131027,0.149018,0.134613,0.166376,0.004808,0.005527,0.004955,0.005336,0.005485,0.006151,0.005512,0.006304,0.004354,0.005992
0.006579,0.214350,0.146607,0.216113,0.200024,0.213288,0.004020,0.003637,0.003749,0.003458,0.003906,0.009489,0.006581,0.010287,0.008809,0.010209
0.012328,0.298593,0.233450,0.322077,0.242842,0.384341,0.002831,0.002729,0.003602,0.002669,0.004770,0.017795,0.010708,0.019244,0.011594,0.028548
0.023101,0.401786,0.380308,0.439199,0.331860,0.626567,0.002761,0.004059,0.003553,0.004643,0.004041,0.034950,0.022168,0.030685,0.000523,0.021562
0.043288,0.598194,0.757053,0.775940,0.915588,0.755871,0.003781,0.005184,0.004189,0.000153,0.004737,0.047358,0.009759,0.000453,0.000422,0.000651
0.081113,0.826253,0.827088,0.905431,0.941871,0.917341,0.001717,0.004037,0.004132,0.005355,0.003776,0.000117,0.001463,0.000855,0.000565,0.000338
0.151991,0.986992,0.967488,0.976818,0.995962,0.993157,0.000005,0.005894,0.004065,0.000232,0.003701,0.000005,0.000420,0.000301,0.000006,0.000291
0.284804,0.990367,0.993483,0.993698,0.998258,0.998641,0.003970,0.003607,0.003154,0.002269,0.003165,0.000088,0.000578,0.000043,0.000004,0.000003
0.533670,0.998813,0.999099,0.998723,0.999726,0.999614,0.002260,0.002425,0.002820,0.000217,0.003219,0.000002,0.000111,0.000003,0.000000,0.000002
1.000000,0.999717,0.999683,0.999624,0.999832,0.999914,0.003550,0.003392,0.003225,0.003616,0.003760,0.000000,0.000018,0.000000,0.000001,0.000000
