# gsd  gsr  FR  MLE
0.1,0.2,0.0,-0.00812665
0.1,0.201,0.0,-0.00825826
0.1,0.202,0.0,-0.00843341
0.1,0.203,0.0,-0.00838316
0.1,0.204,0.0,-0.00846668
0.1,0.205,0.0,-0.00869106
0.1,0.206,0.0,-0.00866449
0.1,0.207,0.0,-0.00869642
0.1,0.208,0.0,-0.00881619
0.1,0.209,0.0,-0.00905791
0.1,0.21,0.0,-0.00895124
0.1,0.211,0.0,-0.00901481
0.1,0.212,0.0,-0.00917019
0.1,0.213,0.0,-0.00926499
0.1,0.214,0.0,-0.00924902
0.1,0.215,0.0,-0.00933017
0.1,0.216,0.0,-0.00952342
0.1,0.217,0.0,-0.00953679
0.1,0.218,0.0,-0.00954726
0.1,0.219,0.0,-0.00963737
0.1,0.22,0.0,-0.00986167
0.1,0.221,0.0,-0.00982303
0.1,0.222,0.0,-0.00984189
0.1,0.223,0.0,-0.00993339
0.1,0.224,0.0,-0.0101591
0.1,0.225,0.0,-0.0101155
0.1,0.226,0.0,-0.0101318
0.1,0.227,0.0,-0.0102178
0.1,0.228,0.0,-0.0104128
0.1,0.229,0.0,-0.0104146
0.1,0.23,0.0,-0.0104178
0.1,0.231,0.0,-0.0104927
0.1,0.232,0.0,-0.0106487
0.1,0.233,0.0,-0.0107296
0.1,0.234,0.0,-0.010703
0.1,0.235,0.0,-0.0107618
0.1,0.236,0.0,-0.0108833
0.1,0.237,0.0,-0.0111124
0.1,0.238,0.0,-0.0109928
0.1,0.239,0.0,-0.0110297
0.1,0.24,0.0,-0.0111217
0.1,0.241,0.0,-0.0113319
0.1,0.242,0.0,-0.0113001
0.1,0.243,0.0,-0.0113018
0.1,0.244,0.0,-0.0113664
0.1,0.245,0.0,-0.011491
0.1,0.246,0.0,-0.011691
0.1,0.247,0.0,-0.0115873
0.1,0.248,0.0,-0.0116204
0.1,0.249,0.0,-0.0117032
0.1,0.25,0.0,-0.0118687
0.1,0.251,0.0,-0.011915
0.1,0.252,0.0,-0.0118903
0.1,0.253,0.0,-0.0119383
0.1,0.254,0.0,-0.0120335
0.1,0.255,0.0,-0.0122541
0.1,0.256,0.0,-0.0121981
0.1,0.257,0.0,-0.0121959
0.1,0.258,0.0,-0.0122506
0.1,0.259,0.0,-0.0123519
0.1,0.26,0.0,-0.0126258
0.1,0.261,0.0,-0.0124955
0.1,0.262,0.0,-0.0124996
0.1,0.263,0.0,-0.0125551
0.1,0.264,0.0,-0.0126552
0.1,0.265,0.0,-0.0129143
0.1,0.266,0.0,-0.0128
0.1,0.267,0.0,-0.0128003
0.1,0.268,0.0,-0.0128515
0.1,0.269,0.0,-0.0129437
0.1,0.27,0.0,-0.0131412
