# Ggj, R1-R10,mle1-mle10,met1-met10
0.0000001,0.126437,0.089364,0.123946,0.140642,0.134089,0.157095,0.104415,0.121273,0.113337,0.137033,0.001844,0.002267,0.002008,0.002026,0.002117,0.001967,0.002072,0.002356,0.002187,0.002185,0.003810,0.001644,0.003147,0.006512,0.004479,0.002953,0.002941,0.005395,0.003809,0.002974
0.000001,0.126580,0.137822,0.125034,0.128045,0.158471,0.157133,0.099061,0.183073,0.119492,0.131306,0.002759,0.002849,0.002534,0.002655,0.002653,0.002831,0.002786,0.002600,0.002689,0.002563,0.004233,0.007739,0.003334,0.004226,0.003347,0.004090,0.002207,0.007994,0.002812,0.004174
0.000002,0.116209,0.131617,0.134315,0.126351,0.114299,0.129373,0.137954,0.156035,0.132001,0.108275,0.002332,0.002690,0.002404,0.002480,0.002736,0.002574,0.002749,0.002664,0.002753,0.002652,0.002963,0.004060,0.006590,0.004862,0.003478,0.004141,0.003139,0.004056,0.004291,0.002832
0.000004,0.114607,0.139946,0.133311,0.122633,0.134103,0.174262,0.133355,0.123644,0.149437,0.132479,0.002623,0.002594,0.002581,0.002610,0.002758,0.002822,0.002732,0.002592,0.002746,0.002500,0.001993,0.004206,0.004008,0.003823,0.004312,0.005249,0.003438,0.004257,0.004493,0.004547
0.000007,0.137001,0.120019,0.132682,0.120321,0.113999,0.144618,0.141562,0.124239,0.148998,0.140368,0.002573,0.003040,0.002821,0.002604,0.002868,0.002672,0.002943,0.002629,0.002897,0.002675,0.006987,0.004272,0.002946,0.004563,0.003375,0.004643,0.006828,0.003841,0.004401,0.004860
0.000012,0.137495,0.156066,0.137430,0.123266,0.142892,0.125402,0.124917,0.128367,0.123431,0.115024,0.002673,0.002670,0.002821,0.002961,0.002648,0.003187,0.002754,0.002716,0.002842,0.002777,0.002757,0.006285,0.005939,0.002952,0.005501,0.002910,0.006118,0.006770,0.004200,0.003311
0.000023,0.132130,0.150925,0.109898,0.129387,0.101446,0.125255,0.119161,0.124242,0.121532,0.127545,0.002746,0.003030,0.002734,0.002825,0.002806,0.002567,0.002913,0.002642,0.002819,0.002792,0.004266,0.005829,0.002796,0.005039,0.002374,0.003479,0.005318,0.002892,0.005107,0.003640
0.000043,0.109061,0.137642,0.133308,0.118977,0.137627,0.112612,0.098732,0.136158,0.154219,0.140829,0.002943,0.002888,0.002770,0.002759,0.002730,0.002465,0.002901,0.002733,0.002903,0.002733,0.002472,0.003173,0.003432,0.002605,0.004919,0.004110,0.003937,0.005246,0.002443,0.004723
0.000081,0.122145,0.115545,0.159310,0.131982,0.126960,0.121915,0.159074,0.154897,0.131683,0.106551,0.002690,0.002742,0.002771,0.002680,0.002896,0.002764,0.003095,0.002826,0.002790,0.002753,0.004226,0.004051,0.007537,0.003733,0.005334,0.006555,0.004550,0.006436,0.003393,0.002736
0.000152,0.161304,0.125408,0.130684,0.146851,0.176164,0.164304,0.133777,0.160733,0.145300,0.135401,0.002794,0.003041,0.003020,0.003145,0.003062,0.003172,0.003217,0.003064,0.002915,0.003112,0.004918,0.005182,0.004172,0.005764,0.006715,0.005003,0.003598,0.006641,0.005059,0.004678
0.000285,0.154663,0.130795,0.132486,0.116081,0.130281,0.139450,0.162654,0.133485,0.141684,0.160859,0.003291,0.003064,0.003350,0.003483,0.003292,0.003465,0.003327,0.003461,0.003402,0.003290,0.005574,0.004355,0.003934,0.004713,0.005629,0.004457,0.006350,0.004124,0.006313,0.005205
0.000534,0.157470,0.186460,0.164572,0.158579,0.157081,0.181229,0.138849,0.187699,0.174063,0.196809,0.004011,0.004318,0.003540,0.004026,0.003846,0.003901,0.003990,0.003889,0.003778,0.003676,0.006838,0.007217,0.006255,0.004356,0.003968,0.008461,0.004620,0.005492,0.005413,0.008807
0.001000,0.213027,0.156582,0.225575,0.187665,0.153022,0.184919,0.169820,0.245341,0.229084,0.173772,0.004371,0.004411,0.004668,0.004384,0.004379,0.004675,0.004458,0.004853,0.004484,0.004351,0.011411,0.007207,0.009419,0.006233,0.005383,0.007062,0.008154,0.014152,0.022178,0.006513
0.001874,0.204559,0.189317,0.198350,0.240128,0.271621,0.214425,0.152819,0.152476,0.211549,0.204994,0.005801,0.005864,0.004928,0.005804,0.005408,0.005262,0.004960,0.005832,0.005304,0.004920,0.008322,0.010677,0.012711,0.008794,0.019203,0.017510,0.006270,0.006173,0.016264,0.008950
0.003511,0.338407,0.283384,0.251184,0.300671,0.321261,0.466966,0.272037,0.315031,0.249607,0.337496,0.006231,0.006233,0.005930,0.006168,0.006400,0.006355,0.006937,0.005809,0.006171,0.006699,0.020557,0.023854,0.013899,0.042173,0.018590,0.015244,0.013997,0.019684,0.018047,0.020931
0.006579,0.628213,0.247785,0.529730,0.399381,0.722494,0.525573,0.647633,0.540644,0.244946,0.380264,0.006397,0.006435,0.005999,0.006654,0.005774,0.006210,0.006196,0.006396,0.006682,0.006962,0.037260,0.017767,0.002316,0.009239,0.002135,0.007688,0.006548,0.009706,0.012439,0.018085
0.012328,0.790105,0.702223,0.820264,0.842669,0.909965,0.585267,0.840421,0.826733,0.333600,0.686097,0.005670,0.005755,0.005530,0.005419,0.006089,0.006845,0.006544,0.006178,0.006761,0.007038,0.002103,0.003290,0.002978,0.001873,0.000931,0.023853,0.007716,0.008296,0.007620,0.011834
0.023101,0.947165,0.848231,0.958649,0.895454,0.964468,0.932881,0.952960,0.947534,0.824406,0.924823,0.004757,0.000058,0.003531,0.002223,0.005469,0.004662,0.005102,0.005343,0.004991,0.005421,0.000067,0.000154,0.000662,0.000289,0.000247,0.001375,0.000459,0.000760,0.002312,0.000523
0.043288,0.981192,0.965342,0.975221,0.980998,0.981520,0.973567,0.974704,0.976223,0.963600,0.978261,0.005423,0.004899,0.003848,0.005319,0.003905,0.004619,0.004424,0.004769,0.004365,0.004893,0.000149,0.000407,0.000162,0.000132,0.000354,0.000189,0.001029,0.000190,0.000307,0.000101
0.081113,0.998975,0.981369,0.987866,0.999477,0.999374,0.985732,0.988162,0.981719,0.983911,0.986677,0.001189,0.005286,0.004225,0.000556,0.000012,0.004309,0.003701,0.004254,0.004656,0.004348,0.000008,0.000186,0.000079,0.000000,0.000000,0.000125,0.000119,0.000266,0.000094,0.000063
0.151991,0.999850,0.987088,0.993849,0.999831,0.999786,0.998020,0.999695,0.999834,0.999680,0.999655,0.000038,0.004963,0.003514,0.000110,0.000018,0.001679,0.000003,0.000195,0.000184,-0.000002,0.000000,0.000239,0.000104,0.000000,0.000000,0.000010,0.000013,0.000000,0.000000,0.000000
0.284804,0.999938,0.999660,0.999789,0.999920,0.999905,0.999878,0.999886,0.999922,0.999805,0.999879,0.000046,0.000030,0.000048,0.000056,0.000151,0.000039,0.000033,0.000246,0.000069,0.000047,0.000000,0.000000,0.000016,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.533670,0.999980,0.999879,0.999902,0.999973,0.999965,0.999927,0.999933,0.999963,0.999929,0.999943,0.000114,0.000104,0.000065,0.000013,0.000137,0.000051,0.000142,0.000095,0.000062,0.000049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.999995,0.999950,0.999949,0.999984,0.999991,0.999975,0.999973,0.999985,0.999967,0.999978,-0.000006,0.000234,0.000015,0.000098,0.000035,0.000004,0.000021,0.000035,0.000021,0.000044,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
